price,nav-link,description,listing-location,bed,bath,carport,surface_area,building_area
581,https://www.rumah123.com/properti/sleman/hos17109187/,Rumah Murah Siap Huni Di Kawasan Perumahan Dekat Uii,"Ngemplak, Sleman",3,2,1,113,85
778,https://www.rumah123.com/properti/sleman/hos17109176/,Rumah 2 Lantai Dengan Harga Terbaik Dekat Kampus Ugm,"Condong Catur, Sleman",3,3,2,139,125
1390,https://www.rumah123.com/properti/sleman/hos16573122/,Kost Dijual Murah Dekat Mesjid Suciati Gito Gati Palagan,"Sleman, Sleman",10,10,,230,190
614,https://www.rumah123.com/properti/sleman/hos16619494/,Dijual Rumah American Style Sleman Berbah Jogja Selatan Aau,"Sleman, Sleman",3,2,1,107,100
755,https://www.rumah123.com/properti/sleman/hos16794599/,Rumah Sultan Dengan Kolam Renang di Jogja,"Kalasan, Sleman",3,3,2,150,110
652,https://www.rumah123.com/properti/sleman/hos17109119/,Rumah Murah 2 Lantai 5 Menit Dari Sleman City Hall,"Mlati, Sleman",4,2,1,101,110
483,https://www.rumah123.com/properti/sleman/hos17108742/,Rumah Cantik Scandinavian Dlm Perumahan Di Dekat Sch Sleman,"Ngaglik, Sleman",3,1,2,104,60
778,https://www.rumah123.com/properti/sleman/hos17108686/,Rumah Full Furnished Mewah Dekat Rs Sardjito Di Sleman,"Depok, Sleman",3,3,2,139,125
778,https://www.rumah123.com/properti/sleman/hos17108675/,Rumah Full Furnished Mewah Dekat Rs Sardjito Di Sleman,"Depok, Sleman",3,3,2,139,125
591,https://www.rumah123.com/properti/sleman/hos17108667/,"Rumah Desain Menarik Lokasi Strategis di Pasar Jangkang, Sleman","Ngemplak, Sleman",3,2,2,113,85
981,https://www.rumah123.com/properti/sleman/hos17108586/,Rumah 2 Lantai Siap Huni Di Maguwoharjo Dekat Gis,"Depok, Sleman",4,3,1,123,200
981,https://www.rumah123.com/properti/sleman/hos17108571/,Rumah 2 Lantai Siap Huni Di Maguwoharjo Dekat Gis,"Depok, Sleman",4,3,1,123,200
593,https://www.rumah123.com/properti/sleman/hos17108470/,"RUMAH MURAH DALAM KOTA, LOKASI PRINGWULUNG, CONDONG CATUR","Depok, Sleman",3,1,,104,100
2315,https://www.rumah123.com/properti/sleman/hos17108334/,DIJUAL KOST EKLSUFI KLASIK DEKAT KAMPUS AMIKOM CONDONGCATUR,"Condong Catur, Sleman",13,12,1,235,465
1066,https://www.rumah123.com/properti/sleman/hos17108230/,"Tinggal Bawa Koper Saja. FULL FURNISH Harga 1,7M Nego","Gamping, Sleman",5,4,2,143,200
371,https://www.rumah123.com/properti/sleman/hos17108118/,Rumah Dengan Lingkungan Tenang Dan Tidak Jauh Dengan Pusat Kota,"Berbah, Sleman",2,1,1,84,46
775,https://www.rumah123.com/properti/sleman/hos17108043/,Rumah Premium Eropa 2 Lantai di Jl Tajem,"Depok, Sleman",3,3,2,130,130
650,https://www.rumah123.com/properti/sleman/hos16655187/,Rumah View Sawah Dekat Ambarrukmo Berbah Jogja,"Sleman, Sleman",3,2,1,125,100
777,https://www.rumah123.com/properti/sleman/hos17107990/,"Dijual Rumah Mewah 2 Lantai, Dekat Monjali Di Sinduadi, Mlati","Mlati, Sleman",4,3,1,141,120
2060,https://www.rumah123.com/properti/sleman/hos16947590/,"Rumah SHM  di Pakembinangun dekat FASUM (sekolah,RS,Bank,Pasar","Pakem, Sleman",4,4,3,450,330
301,https://www.rumah123.com/properti/sleman/hos17107873/,Rumah Baru Legalitas Aman SHM Dan Imb pbg Mulai 195 Jt,"Prambanan, Sleman",2,1,1,70,32
404,https://www.rumah123.com/properti/sleman/hos17107691/,"Rumah Cantik 400 Jutaan, Siap Huni Dekat Rsud Prambanan","Berbah, Sleman",2,1,1,90,53
404,https://www.rumah123.com/properti/sleman/hos17107645/,Siap Huni Rumah Cantik 400 Jutaan Dekat Rsud Prambanan,"Berbah, Sleman",2,1,1,90,53
935,https://www.rumah123.com/properti/sleman/hos17107633/,"Rumah Full Furnished, 5 Menit Kampus Upn Di Condongcatur, Sleman","Depok, Sleman",3,3,1,128,188
504,https://www.rumah123.com/properti/sleman/hos16787986/,Rumah Mewah 2 Lantai Dekat Ambarketawang Sleman,"Gamping, Sleman",3,2,2,80,78
750,https://www.rumah123.com/properti/sleman/hos17107505/,Rumah Modern Free Semua Biaya Di Ngemplak Siap Huni,"Ngemplak, Sleman",4,2,2,145,110
744,https://www.rumah123.com/properti/sleman/hos17107467/,"Rumah Besar Gratis Semua Biaya Dekat Smpn 1 Ngemplak, Sleman","Ngemplak, Sleman",4,2,2,142,110
778,https://www.rumah123.com/properti/sleman/hos17107398/,Rumah 2 Lt Full Furnished Di Depok Siap Huni Dekat Polda Diy,"Depok, Sleman",3,3,2,139,125
778,https://www.rumah123.com/properti/sleman/hos17107363/,Rumah Full Furnished Di Depok Siap Huni Dekat Polda Diy,"Depok, Sleman",3,3,2,139,125
435,https://www.rumah123.com/properti/sleman/hos17107301/,Akses Jalan Gito Gati Rumah Baru Dalam Perumahan Dekat Suciati,"Ngaglik, Sleman",2,1,1,95,60
981,https://www.rumah123.com/properti/sleman/hos17107296/,Rumah 2 Lt Design Aestetic Di Depok Dekat Lotte Mart,"Depok, Sleman",4,3,1,123,200
502,https://www.rumah123.com/properti/sleman/hos17107245/,Rumah Baru Cuma 700 Jutaan Area Bandara Adisucipto Purwomartani,"Kalasan, Sleman",2,2,1,100,74
981,https://www.rumah123.com/properti/sleman/hos17107243/,Rumah Aestetic Siap Huni 2 Lt Di Depok Dekat Lotte Mart,"Depok, Sleman",4,3,1,123,200
1374,https://www.rumah123.com/properti/sleman/hos17107103/,Rumah Semi Furnish Lokasi Tengah Kota di Gowok Depok Sleman,"Depok, Sleman",5,4,,386,144
964,https://www.rumah123.com/properti/sleman/hos17107019/,Dijual Tanah Bangunan Lokasi Srategis di Sidoarum Godean Sleman,"Godean, Sleman",3,2,,207,150
1902,https://www.rumah123.com/properti/sleman/hos17107018/,Rumah Besar Murah Area Premium Cocok Rumah Kost Dekat Ykpn Dan Upn,"Depok, Sleman",8,5,1,221,405
579,https://www.rumah123.com/properti/sleman/hos17107004/,Last Unit Dekat Kampus Uii Rumah Dalam Perumahan Murah Banget,"Ngaglik, Sleman",3,3,2,107,80
607,https://www.rumah123.com/properti/sleman/hos17106875/,Last Unit Dekat Kampus Uii Jalan Kaliurang Rumah Dalam Perumahan,"Ngaglik, Sleman",3,3,2,106,90
4111,https://www.rumah123.com/properti/sleman/hos16755859/,KOSAN SUPER EKSKLUSIF  DEKAT KAMPUS UGM POGUNG  DI JALAN KALIURANG KM 5,"Kaliurang, Sleman",30,31,7,288,800
865,https://www.rumah123.com/properti/sleman/hos17106802/,Rumah Bagus di Jalan Kaliurang Km 9 Lokasi Dalam Perumahan Elit,"Ngaglik, Sleman",3,4,2,130,155
832,https://www.rumah123.com/properti/sleman/hos17106207/,Rumah Luas Dan Lega Modern Siap Huni Dekat Pamella 7 Purwomartani,"Kalasan, Sleman",3,2,1,141,150
349,https://www.rumah123.com/properti/sleman/hos17106061/,Hanya 155 Juta Bisa Dapat Rumah di Besi Jangkang Sleman,"Ngaglik, Sleman",2,1,,88,36
349,https://www.rumah123.com/properti/sleman/hos17106027/,Booking 5jt Dan Cicilan Bulanan 5jt Dapat Rumah Asik View Sungai,"Ngaglik, Sleman",2,1,1,88,36
334,https://www.rumah123.com/properti/sleman/hos17105846/,"Vila Ekslusif Dekat Universitas Mercu Buana Yogya, Unit Terbatas","Gamping, Sleman",1,1,1,107,25
3469,https://www.rumah123.com/properti/sleman/hos17105844/,Dijual Villa Jalan Palagan Km 10 Sariharjo Sleman Di Yogyakarta,"Ngaglik, Sleman",6,5,1,336,864
3045,https://www.rumah123.com/properti/sleman/hos16344546/,Kost di Jual Dkt Dengan Kampus Terpadu Uii Jalan Kaliurang Km 13,"Ngaglik, Sleman",20,15,2,300,600
408,https://www.rumah123.com/properti/sleman/hos16281956/,Omah Anyar Kembar Asri Alami Di Kalasan,"Kalasan, Sleman",2,1,,107,43
873,https://www.rumah123.com/properti/sleman/hos13866002/,"Rumah Dijual Siap Huni Dekat Jl Palagan, Sleman","Mlati, Sleman",3,3,,199,120
1006,https://www.rumah123.com/properti/sleman/hos17105005/,RUMAH MEWAH 2LT SIAP HUNI LINGKUNGAN PERUMAHAN DI SIDOARUM GODEAN,"Godean, Sleman",5,4,,148,180
1340,https://www.rumah123.com/properti/sleman/hos17104979/,"RUMAH CANTIK MEWAH, NYAMAN, ASRI, MURAH POLL, UTARA STADION MAGUWO","Ngemplak, Sleman",4,4,,220,250
3767,https://www.rumah123.com/properti/sleman/hos17104970/,RUMAH 2 IN 1 DEKAT BALE AGUNG RESIDENCE PURWOSARI MLATI JOGJA   DAERAH ISTIMEWA YOGYAKARTA,"Mlati, Sleman",8,5,,816,630
1989,https://www.rumah123.com/properti/sleman/hos17104967/,RUMAH CANTIK DEKAT JALAN TIMOR TIMOR  JAKAL SINDUADI SLEMAN JOGJA,"Mlati, Sleman",7,3,,522,250
820,https://www.rumah123.com/properti/sleman/hos16379276/,Siap Huni Daerah Premium Nan Strategis Di Perum Pamungkas Jakal,"Ngaglik, Sleman",3,2,1,180,120
1320,https://www.rumah123.com/properti/sleman/hos16662760/,Hunian Tingkat Strategis Dalam Perumahan Dekat Gejayan,"Depok, Sleman",8,4,2,165,250
390,https://www.rumah123.com/properti/sleman/hos16321484/,Rumah baru siap huni di Purwomartani 10 menit ke ambarukmo plaza,"Kalasan, Sleman",3,1,1,85,45
472,https://www.rumah123.com/properti/sleman/hos16146757/,Rumah bagus dekat uii jakal di jl besi jangkang,"Ngaglik, Sleman",3,2,1,96,60
474,https://www.rumah123.com/properti/sleman/hos17104554/,Rumah Baru Siap Huni Dekat Polda Diy Sleman,"Ngemplak, Sleman",3,1,1,103,61
600,https://www.rumah123.com/properti/sleman/hos17104550/,Rumah Murah Lokasi Strategis Dekat Pamela 7 Kalasan Sleman,"Kalasan, Sleman",3,2,1,145,70
545,https://www.rumah123.com/properti/sleman/hos17104547/,Rumah Cantik Modern Dekat Jalan Raya Joja Solo Di Kalasan,"Kalasan, Sleman",3,2,1,125,65
687,https://www.rumah123.com/properti/sleman/hos17104534/,Rumah Eksklusif Full Furnish Dekat Stadion Maguwo Sleman,"Ngemplak, Sleman",3,2,2,116,115
442,https://www.rumah123.com/properti/sleman/hos17104075/,"Rumah Murah Siap Huni Dekat Candi Sambisari Di Kalasan, Sleman","Purwomartani   , Sleman",2,1,1,106,55
520,https://www.rumah123.com/properti/sleman/hos17104004/,Rumah Cantik Dalam Mini Cluster Di Utara Maguwoharjo,"Ngemplak, Sleman",3,2,1,105,70
520,https://www.rumah123.com/properti/sleman/hos17103998/,Rumah Cantik Dalam Mini Cluster Di Utara Maguwoharjo,"Ngemplak, Sleman",3,2,1,105,70
502,https://www.rumah123.com/properti/sleman/hos17103972/,Rumah Siap Huni Dekat Sleman City Hall Jogja,"Mlati, Sleman",3,2,1,111,60
502,https://www.rumah123.com/properti/sleman/hos17103970/,Rumah Siap Huni Dekat Sleman City Hall Jogja,"Mlati, Sleman",3,2,1,111,60
529,https://www.rumah123.com/properti/sleman/hos17090022/,Rumah Dengan halaman Luas Jalan Kaliurang Dalam Perumahan 500jtan,"Ngemplak, Sleman",2,1,1,151,54
442,https://www.rumah123.com/properti/sleman/hos17103952/,Rumah Siap Huni Modern Akses Mudah Di Kalasan,"Kalasan, Sleman",2,1,1,106,55
442,https://www.rumah123.com/properti/sleman/hos17103949/,Rumah Siap Huni Modern Akses Mudah Di Kalasan,"Kalasan, Sleman",2,1,1,106,55
514,https://www.rumah123.com/properti/sleman/hos17103888/,"Rumah Cantik Free Kitchen Set, Pagar, Dan Kanopi Di Kalasan","Kalasan, Sleman",3,2,1,87,80
514,https://www.rumah123.com/properti/sleman/hos17103887/,"Rumah Cantik Free Kitchen Set, Pagar, Dan Kanopi Di Kalasan","Kalasan, Sleman",3,2,1,87,80
548,https://www.rumah123.com/properti/sleman/hos17103858/,Rumah Cantik Sisa 1 Unit Termurah Di Kalasan Jogja,"Kalasan, Sleman",3,2,1,104,80
548,https://www.rumah123.com/properti/sleman/hos17103853/,Rumah Cantik Sisa 1 Unit Termurah Di Kalasan Jogja,"Kalasan, Sleman",3,2,1,104,80
,https://www.rumah123.com/properti/sleman/hos17103829/,Dijual rumah/ villa kolam renang full furnis di Turi,"Turi, Sleman",,,,407,250
863,https://www.rumah123.com/properti/sleman/hos17103823/,Rumah Dekat Kampus Upn Dan Amikom Sisa 1 Unit Di Ngemplak,"Ngemplak, Sleman",5,3,2,115,156
863,https://www.rumah123.com/properti/sleman/hos17103816/,Rumah Dekat Kampus Upn Dan Amikom Sisa 1 Unit Di Ngemplak,"Ngemplak, Sleman",5,3,2,115,156
407,https://www.rumah123.com/properti/sleman/hos17103769/,Rumah Baru Include Perabot Dekat Resto Tengkleng Gajah,"Ngaglik, Sleman",2,1,2,91,50
407,https://www.rumah123.com/properti/sleman/hos17103761/,Rumah Baru Include Perabot Dekat Resto Tengkleng Gajah,"Ngaglik, Sleman",2,1,2,91,50
500,https://www.rumah123.com/properti/sleman/hos17103724/,SCANDINAVIAN DALAM PERUMAHAN CONDONGCATUR DEKAT PAKUWON MALL,"Condong Catur, Sleman",3,1,1,95,75
687,https://www.rumah123.com/properti/sleman/hos17103734/,Mewah Full Furnished Dekat Stadion Maguwoharjo Jogja,"Depok, Sleman",3,2,2,116,115
436,https://www.rumah123.com/properti/sleman/hos17103723/,Rumah Laris Harga Murah Di Ngaglik Dekat Resto Jejamuran,"Ngaglik, Sleman",2,1,2,95,57
436,https://www.rumah123.com/properti/sleman/hos17103717/,Rumah Laris Harga Murah Di Ngaglik Dekat Resto Jejamuran,"Ngaglik, Sleman",2,1,2,95,57
929,https://www.rumah123.com/properti/sleman/hos17103711/,Rumah 2 Lantai Baru SHM Dekat Malioboro,"Gamping, Sleman",4,4,2,182,135
2340,https://www.rumah123.com/properti/sleman/hos17103672/,Kost Murah 2 Lantai Full Furnished Di Kawasan Depok Sleman,"Depok, Sleman",13,12,2,235,470
2340,https://www.rumah123.com/properti/sleman/hos17103669/,Kost Murah 2 Lantai Full Furnished Di Kawasan Depok Sleman,"Depok, Sleman",13,12,2,235,470
404,https://www.rumah123.com/properti/sleman/hos17103517/,Rumah Minimalis Modern Limasan Di Sleman Dekat Kampus Umy,"Gamping, Sleman",2,1,1,87,55
728,https://www.rumah123.com/properti/sleman/hos17103491/,RUMAH DIJUAL CEPAT DI PERUM GRAND TLOGO ADI MLATI SLEMAN,"Mlati, Sleman",2,2,,174,100
832,https://www.rumah123.com/properti/sleman/hos17097690/,Rekomendasi Rumah Siap Huni 2 Lantai di Kalasan Sleman,"Purwomartani   , Sleman",3,2,1,141,150
474,https://www.rumah123.com/properti/sleman/hos17099801/,Rumah Siap Huni di Sleman Dekat Candi Sambisari,"Kalasan, Sleman",3,1,1,97,65
353,https://www.rumah123.com/properti/sleman/hos16591220/,Rumah baru scandinavia onegate system  timur polres Sleman jl magelang,"Turi, Sleman",2,1,1,90,36
3455,https://www.rumah123.com/properti/sleman/hos15967287/,"Rumah Prambanan , Sleman","Prambanan, Sleman",5,3,1,1200,300
349,https://www.rumah123.com/properti/sleman/hos16648277/,Rumah Murah Dekat Kampus Isi Baru Di Besi Jangkang,"Ngaglik, Sleman",2,1,1,88,36
349,https://www.rumah123.com/properti/sleman/hos16812333/,Rumah Pesan Bangun di Besi Jangkang Promo 200 Jutaan,"Ngaglik, Sleman",2,1,1,88,36
1386,https://www.rumah123.com/properti/sleman/hos17102251/,Dijual Rumah Cantik 2 Lt Furnished Dalam Perum Elite Jl.Wates Km9,"Gamping, Sleman",4,4,1,243,250
807,https://www.rumah123.com/properti/sleman/hos17102152/,Rumah Cantik Furnished Scandinavia Di Jalan Kaliurang Km 13 Uii,"Ngaglik, Sleman",3,3,1,121,150
1459,https://www.rumah123.com/properti/sleman/hos17102058/,Rumah Mewah Klasik Ada Kolam Renang Di Tengah Kota Jogja,"Godean, Sleman",4,5,2,222,280
711,https://www.rumah123.com/properti/sleman/hos17101991/,Hunian Etnik Jawa Dengan Pool Dan Juga View Pemandangan Indah,"Prambanan, Sleman",3,2,2,185,77
1521,https://www.rumah123.com/properti/sleman/hos14502490/,Kost Startegis 2 Lantai di Pogung,"Sleman, Sleman",14,5,,203,250
950,https://www.rumah123.com/properti/sleman/hos16943831/,Rumah Full Furnish di Area Premium Condongcatur Sleman Jogja,"Depok, Sleman",3,4,1,128,188
277,https://www.rumah123.com/properti/sleman/hos17101797/,Rumah Modern Minimalis Dekat Jl Prambanan manisrenggo,"Kalasan, Sleman",2,1,1,61,30
502,https://www.rumah123.com/properti/sleman/hos17101755/,"1 Unit, Rumah Siap Huni Dekat Sleman City Hall Di Mlati, Sleman","Mlati, Sleman",3,2,1,111,60
269,https://www.rumah123.com/properti/sleman/hos17101710/,The Palm 2 Hunian American Style Yang Nyaman di Utara Candi Prambanan,"Condong Catur, Sleman",2,1,1,60,28
323,https://www.rumah123.com/properti/sleman/hos17101508/,Rumah Minimalis Di Prambanan 200jt an Akses 6.5 Meter,"Kalasan, Sleman",2,1,1,75,36
353,https://www.rumah123.com/properti/sleman/hos17101477/,Rumah Scandinavian Ada Balkon 450 Meter Dari Jl Jogja Solo,"Prambanan, Sleman",2,1,1,90,36
349,https://www.rumah123.com/properti/sleman/hos17101448/,"Unit Hoek 2 Muka, Luas 88 m² Dekat Kampus 14 Menit Ke Kampus Uii","Ngaglik, Sleman",2,1,1,88,36
1825,https://www.rumah123.com/properti/sleman/hos17101373/,CEPAT BU RUMAH KALIURANG SLEMAN SISA TANAH LEBAR,"Kaliurang, Sleman",4,2,,665,125
950,https://www.rumah123.com/properti/sleman/hos17101262/,"HYARTA ECOVILLAGE MAGUWOHARJO, SLEMAN, YOGYAKARTA","Depok, Sleman",3,3,,200,145
1131,https://www.rumah123.com/properti/sleman/hos17101200/,Rumah Mewah 2 Lantai di Kalasan Dekat Candi Prambanan,"Depok, Sleman",5,3,1,158,220
2217,https://www.rumah123.com/properti/sleman/hos17101165/,"Di Jual Rumah Kost 2 Lantai, Hook, Dekat Kampus, di Condong Catur, Yogyakarta","Depok, Sleman",14,4,,329,403
4085,https://www.rumah123.com/properti/sleman/hos17100936/,"Rumah 2 Lantai di Kalasan, Sleman, Lokasi Strategis","Kalasan, Sleman",10,7,1,985,600
506,https://www.rumah123.com/properti/sleman/hos17100898/,Rumah Siap Huni Dalam Cluster Dekat Jl Cebongan seyegan Mlati,"Mlati, Sleman",2,1,1,114,71
413,https://www.rumah123.com/properti/sleman/hos17100503/,Rumah Asri Dan Nyaman Diutara Rsud Sleman 500 Jt an,"Sleman, Sleman",2,1,1,120,36
831,https://www.rumah123.com/properti/sleman/hos17100496/,Rumah 3 Lantai Di Jalan Godean Km 7 Bebas Desain,"Godean, Sleman",4,3,2,103,160
584,https://www.rumah123.com/properti/sleman/hos17100416/,Rumah Cluster Modern Dekat Pasar Cebongan Siap Huni Cuma 700 Jt An,"Cebongan, Sleman",3,2,1,71,114
730,https://www.rumah123.com/properti/sleman/hos16736359/,"Rumah Baru Siap Huni di Lingkungan Masih Asri di Jalan Palagan Km 8,5","Ngaglik, Sleman",3,3,2,100,135
595,https://www.rumah123.com/properti/yogyakarta/hos15149311/,Rumah Minimalis Citra Sun Garden,"Sleman, Yogyakarta",3,1,,120,90
570,https://www.rumah123.com/properti/sleman/hos16751743/,"Rumah Baru Full Furnished, Dekat Stadion Maguwoharjo Jogja","Depok, Sleman",3,2,2,80,100
498,https://www.rumah123.com/properti/sleman/hos17100383/,"Rumah Murah Di Palagan Ngaglik Sleman, 8 Menit Ke Sch","Ngaglik, Sleman",3,2,2,104,60
555,https://www.rumah123.com/properti/sleman/hos17064035/,"Cluster 9 Unit, Dekat SD Model & Budimulia Tajem Jogja","Ngaglik, Sleman",3,2,1,70,105
405,https://www.rumah123.com/properti/sleman/hos17100364/,"Dekat Ke Jalan Magelang, Rumah Modern Scandinavian Tipe 50","Ngaglik, Sleman",2,1,1,95,50
528,https://www.rumah123.com/properti/sleman/hos16077170/,Rumah Siap Huni Dalam Perum Dekat Swalayan Pamella 7,"Purwomartani   , Sleman",3,2,1,109,70
624,https://www.rumah123.com/properti/sleman/hos17100299/,Rumah 2 Lantai Scandinavian Utara Universitas Respati Yogyakarta,"Ngemplak, Sleman",3,3,1,100,103
349,https://www.rumah123.com/properti/sleman/hos17100285/,5 Juta Bisa Punya Hunian Aman View Sungai Dekat Polsek Ngemplak,"Ngaglik, Sleman",2,1,1,88,36
1225,https://www.rumah123.com/properti/sleman/hos16397674/,"Kost Strategis di Tengah Jogja Lokasi Perumnas , Diy","Depok, Sleman",9,9,1,150,200
2119,https://www.rumah123.com/properti/sleman/hos16424069/,"Dijual Kost Lokasi Plemburan, Yogyakarta","Ngaglik, Sleman",15,13,4,342,300
386,https://www.rumah123.com/properti/sleman/hos16077126/,"Perumahan Fasilitas Lengkap Dekat Uii Jogja, Harga Terjangkau Lho","Ngaglik, Sleman",2,1,1,93,45
379,https://www.rumah123.com/properti/sleman/hos17099968/,Rumah Cantik Dekat Sdn Sidoluhur Jl Godean Km 12 Sleman,"Godean, Sleman",2,1,1,82,50
722,https://www.rumah123.com/properti/sleman/hos17099905/,Rumah Dijual di Yogyakarta,"Depok, Sleman",3,3,1,110,129
599,https://www.rumah123.com/properti/sleman/hos17099882/,Rumah Murah Cantik Siap Huni 3 Menit Sma 2 Ngaglik Sleman,"Ngaglik, Sleman",3,2,2,117,85
381,https://www.rumah123.com/properti/sleman/hos17099839/,Rumah Murah Dekat Pasar Godean Sleman,"Godean, Sleman",2,1,1,83,50
684,https://www.rumah123.com/properti/sleman/hos17099747/,Rumah Cantik Modern Minimalis Di Ngaglik Sleman Dekat Kampus Uii,"Ngaglik, Sleman",3,2,2,137,100
869,https://www.rumah123.com/properti/sleman/hos17099728/,Rumah Dijual di Yogyakarta,"Gamping, Sleman",3,3,1,140,158
2325,https://www.rumah123.com/properti/sleman/hos17099688/,"Rumah Kost Dijual Murah 5 Menit Dari Upn, Tanah Luas","Depok, Sleman",13,11,2,235,470
1643,https://www.rumah123.com/properti/sleman/hos17099483/,"Jual Rumah di Sleman, Godean Dekat Jalan Raya, Dekat Pusat Keramaian, Legal Aman, Harga Nego.","Godean, Sleman",3,3,4,329,280
640,https://www.rumah123.com/properti/sleman/hos17099473/,Rumah Cantik Luas Murah Di Timur Budi Mulia Tajem Jogja,"Purwomartani   , Sleman",3,2,2,145,80
458,https://www.rumah123.com/properti/sleman/hos17099373/,Ku. Rumah Tinggal Dalam Perumahan Taman Citra Loka Ngaglik Sleman,"Ngaglik, Sleman",2,2,,99,60
765,https://www.rumah123.com/properti/sleman/hos17099370/,Rumah 2 Lantai Dekat Jl Raya Tajem Harga 1.6m Tipe 130,"Depok, Sleman",3,3,1,130,130
656,https://www.rumah123.com/properti/sleman/hos17099300/,Rumah Mewah Scandinavian Lokasi Strategis Dekat Sd Model Sleman,"Depok, Sleman",4,4,1,103,100
605,https://www.rumah123.com/properti/sleman/hos17099273/,Dijual Rumah Murah Dekat Budi Mulia 2 Ngaglik Sleman,"Ngaglik, Sleman",3,2,2,120,85
451,https://www.rumah123.com/properti/sleman/hos17099249/,Rumah SHM Murah Masih Nego Di Kalasan Siap Huni,"Kalasan, Sleman",3,1,2,103,50
451,https://www.rumah123.com/properti/sleman/hos17099211/,Rumah Murah Masih Nego Di Kalasan Siap Huni,"Kalasan, Sleman",3,1,2,103,50
1020,https://www.rumah123.com/properti/sleman/hos14617853/,Rumah Dalam Perumahan di Monjali Yogyakarta,"Sleman, Sleman",4,2,,150,200
4080,https://www.rumah123.com/properti/sleman/hos14607417/,Rumah Dan Kos2an Dilokasi Premium Seturan Yogyakarta,"Depok, Sleman",20,8,,275,1000
1000,https://www.rumah123.com/properti/sleman/hos17099185/,Buc Rumah Murah 2 Lantai Kamar Besar Di Ngaglik Sleman,"Ngaglik, Sleman",4,4,2,120,200
591,https://www.rumah123.com/properti/sleman/hos17098925/,"Rumah Siap Huni Utara Maguwoharjo, Dalam Cluster Bisa Nego","Ngemplak, Sleman",3,2,2,113,85
591,https://www.rumah123.com/properti/sleman/hos17098875/,Rumah Siap Huni Bisa Nego Dalam Cluster Utara Maguwoharjo,"Ngemplak, Sleman",3,2,2,113,85
1436,https://www.rumah123.com/properti/sleman/hos17098867/,"Istana Baru, Hunian Joglo Candi Plaosan","Kalasan, Sleman",4,4,2,428,140
1103,https://www.rumah123.com/properti/sleman/hos17098791/,Kost Eksklusif Jalan Kaliurang Km 7 Strategis Kampus Ugm Uii,"Ngaglik, Sleman",10,11,1,121,162
565,https://www.rumah123.com/properti/sleman/hos17098782/,Rumah 2 Lt Kontemporer Furnished Dekat Stadion Maguwoharjo,"Ngemplak, Sleman",3,2,2,100,85
565,https://www.rumah123.com/properti/sleman/hos17098754/,Rumah Kontemporer 2 Lt Furnished Dekat Stadion Maguwoharjo,"Ngemplak, Sleman",3,2,2,100,85
480,https://www.rumah123.com/properti/sleman/hos17097302/,Hunian Baru Dalam Perumahan Pinggir Jl Purwomartani,"Kalasan, Sleman",3,2,1,85,70
640,https://www.rumah123.com/properti/sleman/hos14607143/,Rumah Elite Full Furnish Dalam Perumahan di Mlati Yogyakarta,"Mlati, Sleman",3,2,2,130,90
665,https://www.rumah123.com/properti/sleman/hos17098255/,Dijual Rumah 2 Lantai Di Jalan Raya Bibis Godean,"Godean, Sleman",3,3,1,110,110
447,https://www.rumah123.com/properti/sleman/hos17098185/,"Rumah Baru SHM di Krapyak , Dekat Samsat Sleman","Sleman, Sleman",2,1,1,53,92
551,https://www.rumah123.com/properti/sleman/hos17098134/,Bonus Pagar Dan Canopy Rumah Moderen Ideal,"Sleman, Sleman",3,2,2,114,71
3455,https://www.rumah123.com/properti/sleman/hos14502613/,Rumah Plus Kost 2 Lantai di Jalan Solo,"Kalasan, Sleman",16,3,,385,770
388,https://www.rumah123.com/properti/sleman/hos17098000/,Perumahan termurah di Kalasan legalitas SHM DP 10% siap KPR,"Kalasan, Sleman",2,1,1,94,45
841,https://www.rumah123.com/properti/sleman/hos17098001/,Rumah di Jogja Dengan Nuansa Jepang Modern di Jombor Yogyakarta,"Mlati, Sleman",3,3,,123,160
2830,https://www.rumah123.com/properti/sleman/hos17097942/,"Kost 4 Lantai 40 Kamar Full Penghuni Di Karangmalang UNY, UGM","Caturtunggal, Sleman",40,40,1,110,400
1031,https://www.rumah123.com/properti/sleman/hos16129382/,Dijual Rumah Perumahan Griya Taman Wisata Jl. Kaliurang Km 13 Sleman Diy,"Ngaglik, Sleman",2,1,1,198,190
891,https://www.rumah123.com/properti/sleman/hos16420154/,RUMAH CANTIK SUPER MURAH DEKAT  KAMPUS  UGM DI JOMBOR DEKAT,"Jombor, Sleman",4,3,1,108,180
496,https://www.rumah123.com/properti/sleman/hos17097900/,Rumah SHM Cluster Dekat Wirobrajan Jl. Wates Km 3,"Gamping, Sleman",3,2,1,108,60
1105,https://www.rumah123.com/properti/sleman/hos14607283/,Rumah Dalam Perumahan di Dekat Ringroad Utara Yogyakarta,"Depok, Sleman",5,3,,145,220
814,https://www.rumah123.com/properti/sleman/hos15966801/,Dijual Rumah Hunian Lokasi Perumahan Lempongsari Ngaglik Sleman Yogyakarta,"Ngaglik, Sleman",4,2,2,162,120
1061,https://www.rumah123.com/properti/sleman/hos15957284/,Dijual Cepat Rumah Dalam Perumahan,"Depok, Sleman",3,5,1,158,200
1055,https://www.rumah123.com/properti/sleman/hos14738034/,"Rumah Baru Siap Huni Full Furnish ,dalam Perumahan di Sukoharjo Ngaglik Diy","Ngaglik, Sleman",5,3,2,175,180
